,Genre,Production Company,Movie name,Director name
0,Action," Dune Entertainment, 20th Century Fox, Ingenious Film Partners",Avatar,James Cameron
1,Action, Marvel Studios,Avengers-Endgame-(2019),
2,Drama," 20th Century Fox, Paramount Pictures, Lightstorm Entertainment",Titanic-(1997),James Cameron
3,Adventure," Lucasfilm, Bad Robot",Star-Wars-Ep-VII-The-Force-Awakens,J.J. Abrams
4,Action, Marvel Studios,Avengers-Infinity-War,
5,Action," Universal Pictures, Amblin Entertainment, Legendary Pictures",Jurassic-World,
6,Adventure," Walt Disney Pictures, Fairview Entertainment",Lion-King-The-(Live-Action)-(2019),Jon Favreau
7,Action," Original Film, One Race Films, Universal Pictures, MRC, China Film Company, Dentsu Inc.",Furious-7,James Wan
8,Action," Marvel Studios, Paramount Pictures",Avengers-The-(2012),
9,Adventure, Walt Disney Animation Studios,Frozen-II-(2019),Jennifer Lee
10,Action, Marvel Studios,Avengers-Age-of-Ultron,
11,Action, Marvel Studios,Black-Panther,
12,Adventure," Warner Bros., Heyday Films",Harry-Potter-and-the-Deathly-Hallows-Part-II,David Yates
13,Adventure," Lucasfilm, Walt Disney Pictures",Star-Wars-Ep-VIII-The-Last-Jedi,
14,Action," Universal Pictures, Amblin Entertainment, The Kennedy/Marshall Company, Legendary Pictures, Perfect World Pictures",Jurassic-World-Fallen-Kingdom-(2018),J.A. Bayona*
15,Musical, Walt Disney Animation Studios,Frozen-(2013),Chris Buck
16,Musical," Walt Disney Pictures, Mandeville Films",Beauty-and-the-Beast-(2017),Bill Condon
17,Adventure, Disney-Pixar,Incredibles-2,Brad Bird
18,Action," Universal Pictures, Original Film, One Race Films",Fate-of-the-Furious-The,F. Gary Gray
19,Action," Marvel Studios, Paramount Pictures, DMG Entertainment",Iron-Man-3,
20,Adventure," Universal Pictures, Illumination Entertainment",Minions,
21,Action, Marvel Studios,Captain-America-Civil-War,
22,Action," Warner Bros., DC Films, RatPac Entertainment, The Safran Company, Cruel and Unusual Films, Mad Ghost Productions",Aquaman-(2018),James Wan
23,Action," Columbia Pictures, Marvel Studios, Pascal Pictures",Spider-Man-Far-From-Home-(2019),
24,Action, Marvel Studios,Captain-Marvel-(2019),
25,Action," Paramount Pictures, di Bonaventura Pictures, Hasbro Studios",Transformers-Dark-of-the-Moon-(2011),Michael Bay
26,Adventure," Wingnut Films, New Line Cinema",Lord-of-the-Rings-The-Return-of-the-King-The,
27,Action," Eon Productions, B23, Metro-Goldwyn-Mayer Pictures, Columbia Pictures",Skyfall,Sam Mendes
28,Action," di Bonaventura Pictures, Tom DeSanto, Don Murphy",Transformers-Age-of-Extinction,Michael Bay
29,Action," Warner Bros., Legendary Pictures, Syncopy",Dark-Knight-Rises-The,
30,Adventure, Disney-Pixar,Toy-Story-4-(2019),Josh Cooley
31,Adventure," Lucasfilm, Bad Robot, Walt Disney Pictures",Star-Wars-The-Rise-of-Skywalker-(2019),
32,Thriller/Suspense," Village Roadshow Productions, Warner Bros., Bron Creative, Joint Effort",Joker-(2019),Todd Phillips
33,Adventure," Walt Disney Pictures, Disney-Pixar",Toy-Story-3,Lee Unkrich
34,Adventure," Walt Disney Pictures, Jerry Bruckheimer",Pirates-of-the-Caribbean-Dead-Mans-Chest,Gore Verbinski
35,Adventure, Lucasfilm,Rogue-One-A-Star-Wars-Story,Gareth Edwards
36,Adventure," Walt Disney Pictures, Rideback",Aladdin-(2019),Guy Ritchie
37,Adventure, Walt Disney Pictures,Pirates-of-the-Caribbean-On-Stranger-Tides,Rob Marshall
38,,,Jurassic-Park,
39,Adventure," Universal Pictures, Illumination Entertainment",Despicable-Me-3,Pierre Coffin
40,Adventure," Lucasfilm, 20th Century Fox",Star-Wars-Ep-I-The-Phantom-Menace,George Lucas
41,,,Alice-in-Wonderland-(2010),
42,Adventure, Disney-Pixar,Finding-Dory,
43,Adventure," New Line Cinema, Metro-Goldwyn-Mayer Pictures, Wingnut Films",Hobbit-An-Unexpected-Journey-The,Peter Jackson
44,Adventure," Walt Disney Pictures, Walt Disney Animation Studios",Zootopia-(2016),Byron Howard
45,Action," Legendary Pictures, Warner Bros., Syncopy",Dark-Knight-The,Christopher Nolan
46,Adventure, Walt Disney Pictures,Lion-King-The,Roger Allers
47,Adventure," Universal Pictures, Chris Meledandri, Illumination Entertainment",Despicable-Me-2,Chris Renaud
48,Adventure," Heyday Films, 1492 Pictures, Duncan Henderson Productions",Harry-Potter-and-the-Sorcerers-Stone,Chris Columbus
49,Adventure," Columbia Pictures, Matt Tolmach Productions, Seven Bucks Productions",Jumanji-Welcome-to-the-Jungle,
50,Adventure," Walt Disney Pictures, Jerry Bruckheimer",Pirates-of-the-Caribbean-At-Worlds-End,Gore Verbinski
51,Adventure, Wingnut Films,Hobbit-The-Desolation-of-Smaug-The,Peter Jackson
52,Adventure," Heyday Films, Warner Bros.",Harry-Potter-and-the-Deathly-Hallows-Part-I,David Yates
53,Adventure," Walt Disney Pictures, Fairview Entertainment",Jungle-Book-The-(2016),Jon Favreau
54,Adventure," New Line Cinema, Wingnut Films, Metro-Goldwyn-Mayer Pictures",Hobbit-The-Battle-of-the-Five-Armies-The,Peter Jackson
55,Adventure, Heyday Films,Harry-Potter-and-the-Order-of-the-Phoenix,David Yates
56,Adventure," Disney-Pixar, Walt Disney Pictures",Finding-Nemo,
57,Adventure," PDI, DreamWorks Animation, DreamWorks Pictures",Shrek-2,
58,Adventure, Heyday Films,Harry-Potter-and-the-Half-Blood-Prince,David Yates
59,Adventure, Wingnut Films,Lord-of-the-Rings-The-Two-Towers-The,Peter Jackson
60,Adventure," Columbia Pictures, Marvel Studios, Laura Ziskin Productions",Spider-Man-3,
61,Drama," 20th Century Fox, GK Films, Regency Enterprises, Queen Films, Tribeca Film",Bohemian-Rhapsody-(2018),Bryan Singer
62,Adventure," Warner Bros., Heyday Films",Harry-Potter-and-the-Goblet-of-Fire,Mike Newell
63,Adventure," New Line Cinema, Wingnut Films",Lord-of-the-Rings-The-Fellowship-of-the-Ring-The,Peter Jackson
64,Adventure, Blue Sky Studios,Ice-Age-Dawn-of-the-Dinosaurs,Carlos Saldanha
65,Adventure," Illumination Entertainment, Universal Pictures, Chris Meledandri, Dentsu Inc., Fuji Television Network",Secret-Life-of-Pets-The,
66,Action," Marvel Studios, Columbia Pictures, LStar Capital",Spider-Man-Homecoming,
67,Adventure," 20th Century Fox, Blue Sky Studios",Ice-Age-Continental-Drift,
68,Action, Eon Productions,Spectre,Sam Mendes
69,Adventure," Warner Bros., Heyday Films, 1492 Pictures",Harry-Potter-and-the-Chamber-of-Secrets,
70,Action," Warner Bros., RatPac Entertainment, Dune Entertainment, Atlas Entertainment, Cruel and Unusual Films",Batman-v-Superman-Dawn-of-Justice,
71,Action, Marvel Studios,Guardians-of-the-Galaxy-Vol-2,
72,Adventure," Lionsgate, Color Force",Hunger-Games-Catching-Fire-The,Francis Lawrence
73,Adventure, Disney-Pixar,Inside-Out-(2015),Pete Docter
74,Action," Columbia Pictures, Tencent Pictures , Marvel Studios, Arad Productions, Matt Tolmach Productions, Pascal Pictures",Venom-(2018),
75,Action, Marvel Studios,Thor-Ragnarok,
76,Adventure, Lucasfilm,Star-Wars-Ep-III-Revenge-of-the-Sith,George Lucas
77,,,Ni-Hao-Li-Huan-Ying-(2021-China),
78,Action," DreamWorks Pictures, Paramount Pictures, Hasbro Studios, di Bonaventura Pictures, Tom DeSanto, Don Murphy",Transformers-Revenge-of-the-Fallen,
79,,,Zhan-Lang-2-(China)-(2017),
80,Drama," Temple Hill Entertainment, Summit Entertainment, Sunswept Entertainment",Twilight-Saga-Breaking-Dawn-Part-2-The,Bill Condon
81,,,Spider-Man,
82,Action," Warner Bros., Atlas Entertainment, Cruel and Unusual Films, RatPac Entertainment, Dune Entertainment, Tencent Pictures , Wanda Pictures",Wonder-Woman-(2017),Patty Jenkins
83,,,Independence-Day,
84,Adventure," Warner Bros., Heyday Films",Fantastic-Beasts-and-Where-to-Find-Them,
85,Adventure," DreamWorks Animation, PDI",Shrek-the-Third,
86,Adventure," 7 Bucks Productions, Matt Tolmach Productions, Columbia Pictures, Hartbeat Productions, Detective Agency",Jumanji-The-Next-Level,Jake Kasdan
87,Musical," Disney-Pixar, Walt Disney Pictures",Coco-(2017),Lee Unkrich
88,Adventure," Walt Disney Pictures, Jerry Bruckheimer Films",Pirates-of-the-Caribbean-Dead-Men-Tell-No-Tales,
89,Adventure," Columbia Pictures, Marvel Studios, Laura Ziskin Productions",Spider-Man-2,
90,,,ET-The-Extra-Terrestrial,Steven Spielberg
91,Adventure," Warner Bros., Heyday Films, 1492 Pictures",Harry-Potter-and-the-Prisoner-of-Azkaban,Alfonso CuarÃ³n
92,Action," Universal Pictures, Relativity Media, Original Film, One Race Films",Fast-and-Furious-6,Justin Lin
93,Action," Skydance Productions, Bad Robot, Paramount Pictures",Mission-Impossible-Fallout,Christopher McQuarrie
94,Adventure, Lucasfilm,Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull,Steven Spielberg
95," Marvel Studios, Donnersâ Company, Twentieth Century Fox, Kinberg Genre, Maximum Effect ",,Deadpool-2,
96,Action, Marvel Studios,Deadpool,
97,Adventure, 20th Century Fox,Star-Wars-Ep-IV-A-New-Hope,George Lucas
98,Action, Marvel Studios,Guardians-of-the-Galaxy,
99,,,Da-Vinci-Code-The,Ron Howard
100,Thriller/Suspense," Lionsgate, Color Force",Hunger-Games-Mockingjay-Part-1-The,Francis Lawrence
101,Action," Seven Bucks Productions, Chris Morgan Productions, Universal Pictures",Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019),
102,Adventure, Roth Films,Maleficent,
103,Adventure," Columbia Pictures, Marvel Studios",Amazing-Spider-Man-The,
104,Action," Centropolis Entertainment, Columbia Pictures",2012,Roland Emmerich
105,Adventure, DreamWorks Animation,Shrek-Forever-After,Mike Mitchell
106,Action," Bad Hat Harry Productions, Donnersâ Company, Simon Kinberg, Ingenious Media",X-Men-Days-of-Future-Past,Bryan Singer
107,Adventure," DreamWorks Animation, PDI",Madagascar-3,
108,Action," Warner Bros., RatPac Entertainment, Dune Entertainment, Atlas Entertainment",Suicide-Squad,David Ayer
109,Adventure," Disney-Pixar, Walt Disney Pictures",Monsters-University,
110,Adventure," Well Go USA Entertainment, Chengdu Coco Cartoon",Ne-Zha-Zhi-Mo-Tong-Jiang-Shi-(China),Yang Yu
111,Action," Warner Bros., Village Roadshow Productions, NPV Entertainment, Silver Pictures",Matrix-Reloaded-The,
112,Adventure," Walt Disney Pictures, Disney-Pixar",Up,
113,Thriller/Suspense," Warner Bros., Legendary Pictures, Syncopy",Inception,Christopher Nolan
114,,,Liu-Lang-Di-Qiu-(China)-(2019),Guo Fan
115,Adventure," Walt Disney Pictures, Walden Media, Mark Johnson",Chronicles-of-Narnia-The-Lion-the-Witch-and-the-Wardrobe-The,Andrew Adamson
116,Action, Marvel Studios,Captain-America-The-Winter-Soldier,
117,Adventure," Chernin Entertainment, TSG Entertainment, Ingenious Media",Dawn-of-the-Planet-of-the-Apes,Matt Reeves
118,Action, Marvel Studios,Amazing-Spider-Man-2-The,
119,Action," DreamWorks Pictures, Paramount Pictures, Hasbro Studios, di Bonaventura Pictures",Transformers,Michael Bay
120,Drama," Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment",Twilight-Saga-Eclipse-The,David Slade
121,Horror," Lin Pictures, Vertigo Entertainment, KatzSmith Productions, New Line Cinema",It-(2017),Andy Muschietti*
122,,,Tang-Ren-Jie-Tan-An-3-(China),Chen Sicheng
123,,,Mission-Impossible-Ghost-Protocol,
124,Thriller/Suspense," Warner Bros., Esperanto Filmoj, Heyday Films",Gravity,Alfonso CuarÃ³n
125,Drama," Temple Hill Entertainment, Sunswept Entertainment, Summit Entertainment",Twilight-Saga-Breaking-Dawn-Part-1-The,Bill Condon
126,Action," Bad Robot, Skydance Productions, Tom Cruise Productions, Paramount Pictures",Mission-Impossible-Rogue-Nation,Christopher McQuarrie
127,Drama," Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Sunswept Entertainment",Twilight-Saga-New-Moon-The,Chris Weitz
128,Drama," Steve Tisch Productions, Wendy Fineman Productions, Paramount Pictures",Forrest-Gump,
129,Thriller/Suspense," Lionsgate, Color Force",Hunger-Games-The,Gary Ross
130,Action, Marvel Studios,Doctor-Strange-(2016),
131,,,Sixth-Sense-The,
132,Action," Warner Bros., Legendary Pictures, Syncopy",Man-of-Steel,Zack Snyder
133,Adventure, DreamWorks Animation,Kung-Fu-Panda-2,Jennifer Yuh Nelson
134,Adventure, Lucasfilm,Star-Wars-Ep-II-Attack-of-the-Clones,George Lucas
135,Action," DC Films, RatPac Entertainment, Atlas Entertainment, Cruel and Unusual Films",Justice-League-(2017),
136," Scott Free Films, Kinberg Genre",,Martian-The,Ridley Scott
137,Adventure," Walt Disney Pictures, Jerry Bruckheimer",Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl,
138,Adventure," Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+Macdonald Productions, Image Nation",Men-in-Black-3,Barry Sonnenfeld
139,Adventure," Syncopy, Lynda Obst Productions",Interstellar,
140,Adventure, Twentieth Century Fox,Ice-Age-The-Meltdown,Carlos Saldanha
141,Adventure," Heyday Films, Warner Bros.",Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018),David Yates
142,Adventure, Walt Disney Animation Studios,Big-Hero-6,
143,Thriller/Suspense," Lionsgate, Color Force",Hunger-Games-Mockingjay-Part-2-The,Francis Lawrence
144,Action," Marvel Studios, Kevin Feige",Thor-The-Dark-World,
145,Musical," Walt Disney Animation Studios, Walt Disney Pictures",Moana-(2016),Ron Clements
146,Adventure, Illumination Entertainment,Sing-(2016),Garth Jennings
147,Adventure, DreamWorks Animation,Kung-Fu-Panda,Mark Osborne
148,Adventure," Walt Disney Pictures, Disney-Pixar",Incredibles-The,
149,Action," Universal Pictures, Original Film, One Race Films",Fast-Five,Justin Lin
150,Adventure," Walt Disney Pictures, Disney-Pixar",Ratatouille,
151,Action," Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Overbrook Entertainment",Hancock,
152,Action, Marvel Studios,Ant-Man-and-the-Wasp,
153,Drama," Icon Productions, Newmarket Films",Passion-of-the-Christ-The,Mel Gibson
154,Action," Paramount Pictures, Marvel Studios, Fairview Entertainment",Iron-Man-2,
155,Drama," Fox 2000 Pictures, Dune Entertainment, Ingenious Media, Haishang Films, Gil Netter Productions, Big Screen Prods, Ingenious Film Partners",Life-of-Pi,Ang Lee
156,Action, Amblin Entertainment,Lost-World-Jurassic-Park,Steven Spielberg
157,Adventure, DreamWorks Animation,How-to-Train-Your-Dragon-2-(2014),Dean DeBlois
158,Action," Marvel Studios, TSG Entertainment, Donnersâ Company",Logan-(2017),James Mangold
159,Action," Paramount Pictures, DreamWorks Pictures, Amblin Entertainment, Cruise-Wagner",War-of-the-Worlds,
160,Action," di Bonaventura Pictures, Paramount Pictures, Hasbro Studios",Transformers-The-Last-Knight,Michael Bay
161,,,Mamma-Mia,
162,Adventure, DreamWorks Animation,Madagascar-Escape-2-Africa,Eric Darnell
163,Action," Eon Productions, Metro-Goldwyn-Mayer Pictures, Columbia Pictures",Casino-Royale-(2006),Martin Campbell
164,,,F9-The-Fast-Saga-(2021),Justin Lin
165,Action," Eon Productions, Metro-Goldwyn-Mayer Pictures, Columbia Pictures",Quantum-of-Solace,Marc Forster
166,Adventure,,Men-in-Black,Barry Sonnenfeld
167,Comedy," Warner Bros., Legendary Pictures, Green Hat Films",Hangover-Part-II-The,
168,Musical, Walt Disney Animation Studios,Tangled,Nathan Greno
169,Horror," Village Roadshow Productions, Weed Road Pictures, Overbrook Entertainment",I-am-Legend,
170,Adventure," Paramount Pictures, Marvel Studios, Fairview Entertainment",Iron-Man,
171,Adventure," 20th Century Fox, Ingenious Film Partners, 1492 Pictures, 21 Laps Entertainment",Night-at-the-Museum,Shawn Levy
172,Adventure," Warner Bros., Village Roadshow Productions, Amblin Entertainment, Dune Entertainment, De Line Pictures, Access Entertainment",Ready-Player-One,Steven Spielberg
173,,,Croods-The,
174,Drama," Focus Features, Michael De Luca Productions, Trigger Street Productions",Fifty-Shades-of-Grey,Sam Taylor-Johnson
175,Adventure," Sony Pictures Animation, Kerner Entertainment Company",Smurfs-The,Raja Gosnell
176,Adventure," Legendary Pictures, Warner Bros., Tencent Pictures ",Kong-Skull-Island,Jordan Vogt-Roberts
177,Adventure," Walt Disney Pictures, Disney-Pixar",Monsters-Inc,
178,Adventure," Disney-Pixar, Walt Disney Pictures",Cars-2,
179,Adventure," DreamWorks Animation, PDI",Madagascar,Eric Darnell
180,Comedy," Universal Pictures, Media Rights Capital, Fuzzy Door, Bluegrass Films, Smart Entertainment",Ted,
181,Adventure," Centropolis Entertainment, Lionsgate, The Mark Gordon Company",Day-After-Tomorrow-The,Roland Emmerich
182,Adventure," Paramount Pictures, DreamWorks Animation",Puss-in-Boots,
183,Adventure, Disney-Pixar,Brave,Mark Andrews
184,Adventure," Touchstone Pictures, Jerry Bruckheimer, Valhalla Motion Pictures",Armageddon,
185,Adventure, Wingnut Films,King-Kong-(2005),Peter Jackson
186,Action, Cruise-Wagner,Mission-Impossible-2,John Woo
187,Adventure, Lucasfilm,Star-Wars-Ep-V-The-Empire-Strikes-Back,Irvin Kershner
188,Drama," Mad Chance, 22nd & Indiana , Malpaso Productions",American-Sniper,Clint Eastwood
189,,,Tang-Ren-Jie-Tan-An-2-(China),
190,Adventure," Universal Pictures, Chris Meledandri, Illumination Entertainment",Despicable-Me,Chris Renaud
191," Twentieth Century Fox, Marvel Studios, TSG Entertainment, Bad Hat Harry Productions, Kinberg Genre, Hutch Parker, Donnersâ Company",,X-Men-Apocalypse-(2016),
192,Action," Warner Bros., Village Roadshow Productions, Silver Pictures, Wigram Productions",Sherlock-Holmes-A-Game-of-Shadows,
193," Allison Shearmur, Beaglepug, Kinberg Genre",,Cinderella-(2015),Kenneth Branagh
194,,,Hong-Hai-Xing-Dong-(China),
195,Adventure," RatPac Entertainment, Anonymous Content, M. Productions, Appian Way, Regency Enterprises, New Regency",Revenant-The-(2015),Alejandro Gonzalez Inarritu
196,Adventure," Disney-Pixar, Walt Disney Pictures",WALL-E,Andrew Stanton
197,Action," Skydance Productions, Hemisphere Media Capital, GK Films, Plan B Entertainment, 2Dux2",World-War-Z,Marc Forster
198,Adventure," Walt Disney Pictures, Walt Disney Animation Studios",Ralph-Breaks-The-Internet-(2018),Rich Moore
199,Action, Legendary Pictures,Godzilla-(2014),Gareth Edwards
200,Adventure, DreamWorks Animation,Boss-Baby-The,Tom McGrath
201,Action," Warner Bros., Gravity Pictures, Flagship Entertainment, Apelles Entertainment, di Bonaventura Pictures, Maeday Productions, On a Roll Productions",Meg-The,Jon Turteltaub
202,Adventure," Sony Pictures Animation, Columbia Pictures",Hotel-Transylvania-3-Summer-Vacation,
203,,,Simpsons-Movie-The,
204,Romantic Comedy," The Star Overseas, China Film Company, Hehe Pictures Co Ltd, Enlight Pictures, Shanghai New Culture Media Group, Zenith Culture Broadcast, Zeyue Media, Alpha Pictures Investment Co., xxxKxx, Bingo Movie Development",Mei-Ren-Yu,Stephen Chow
205,Adventure," DreamWorks Animation, Dentsu Inc., Fuji Television Network",How-to-Train-Your-Dragon-The-Hidden-World-(2019),Dean DeBlois
206,Adventure," DreamWorks Animation, Oriental DreamWorks, China Film Co. LTD, Zhong Ming You Ying Film",Kung-Fu-Panda-3,Jennifer Yuh Nelson
207,Action," Warner Bros., Syncopy, RatPac Entertainment, Dune Entertainment",Dunkirk-(2017),Christopher Nolan
208,Action," Marvel Studios, Walt Disney Pictures",Ant-Man,
209,Drama, Paramount Pictures,Ghost,Jerry Zucker
210,,,Meet-the-Fockers,Jay Roach
211,Action," Carolco Pictures, Pacific Western, Lightstorm Entertainment",Terminator-2-Judgment-Day,James Cameron
212,Adventure," Universal Pictures, Illumination Entertainment, Chris Meledandri",Dr-Seuss-The-Grinch-(2018),
213,Adventure," Disney-Pixar, Walt Disney Pictures",Toy-Story-2,John Lasseter
214,Adventure, Walt Disney Animation Studios,Aladdin-(1992),John Musker
215,Adventure," Warner Bros., Village Roadshow Productions, Silver Pictures, Wigram Productions",Sherlock-Holmes-(2009),Guy Ritchie
216,Adventure, Walt Disney Animation Studios,Wreck-It-Ralph,Rich Moore
217,,,Twister,
218,Adventure, DreamWorks Animation,How-to-Train-Your-Dragon,Chris Sanders
219,Action," Legendary Pictures, Warner Bros., Thunder Road Film, Zancuk Company",Clash-of-the-Titans-(2010),Louis Leterrier
220,Adventure," 20th Century Fox Animation, Blue Sky Studios",Rio-2,Carlos Saldanha
221,Adventure," DreamWorks Animation, PDI",Shrek,Andrew Adamson
222,Thriller/Suspense," Columbia Pictures, Imagine Entertainment, Brian Grazer Productions, John Calley",Angels-and-Demons,Ron Howard
223,Adventure," Walt Disney Pictures, Roth Films, Curtis-Donen Productions",Oz-The-Great-and-Powerful,Sam Raimi
224,Action," 20th Century Fox, Chernin Entertainment",War-for-the-Planet-of-the-Apes,Matt Reeves
225,Adventure," Walt Disney Pictures, Roth Films",Maleficent-Mistress-of-Evil-(2019),Joachim Ronnin
226,Adventure," 20th Century Fox Animation, Blue Sky Studios",Rio,Carlos Saldanha
227,Action," Regency Enterprises, New Regency, Summit Entertainment, Weed Road Pictures",Mr-and-Mrs-Smith,Doug Liman
228,Drama," Amblin Entertainment, Mutual Film Company",Saving-Private-Ryan,Steven Spielberg
229,Adventure," Platinum Dunes, Gama Entertainment, Mednick Productions, Heavy Metal",Teenage-Mutant-Ninja-Turtles-(2014),Jonathan Liebesman
230,Comedy," Gaumont, Quad Films, TF1 Film Productions, Ten Films, Chaocorp, Canal Plus, Cinecinema",Intouchables-Les,Eric Toledano
231,,,Bruce-Almighty,Tom Shadyac
232,Action," Radiant Productions, Plan B Entertainment",Troy,Wolfgang Petersen
233,,,Kimetsu-no-Yaiba-Mugen-Ressha-Hen-(2020-Japan),
234,Comedy, 20th Century Fox,Home-Alone,Chris Columbus
235,Adventure," Village Roadshow Productions, Warner Bros., Zancuk Company, Plan B Entertainment",Charlie-and-the-Chocolate-Factory,
